YYYY/MM/DD	HH:mm:ss	Type	Level	Origin	Message
2015/04/05	13:54:33.630318	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 51634: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:33.665249	Warning	0	ValuePool	VP_dms1 Cycl.: DMS.DMS_Frontend.ADAR1 at dms1 with IP 192.168.75.50 port 46003: Cleanup Prod.
2015/04/05	13:54:33.667327	Warning	0	ValuePool	VP_dms1 Cycl.: DMS_Logger at dms1 with IP 192.168.75.50 port 32773: Cleanup Prod.
2015/04/05	13:54:34.654213	Information	1007834279	DMS.DMS_Frontend.ADAN1	[Filedump-Storage - Stop] Filedump-Storage terminates it's execution after 18100093ms
2015/04/05	13:54:34.654667	Information	269640418	DMS.DMS_Frontend.ADAN1	[Main - Stop]  terminates it's execution after 18100082ms
2015/04/05	13:54:34.654724	Information	1070460574	DMS.DMS_Frontend.ADAN1	[Online-Display - Stop] Online-Display terminates it's execution after 18100092ms
2015/04/05	13:54:34.658477	Error	104	ValuePool	VP_dms1 Prod.: DMS.DMS_Frontend.ADAN1 at dms1 with IP 192.168.75.50 port 57105: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:34.660047	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 41049: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:34.660606	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 44504: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:34.661122	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 40494: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
